video_title,video_caption,date_time,video_slug,video_views,video_likes,video_dislikes,video_comments
Making Every Singaporean's Dream Come True During Lock Down,"[""On April 22, most bubble tea shops closed down in Singapore. This brought grief to all Singaporeans. But don't worry, you can DIY your own bubble tea quite easiliy. All you need is tapioca starch, black sugar (or gula melaka), pandan leaf and water. However, it wasn't easy as I thought; it requires strength and time. It is a fun activity to do during a lock down though.\n\nFind the recipe here:\n"", 'https://www.straitstimes.com/lifestyl...', '\n\n😃Subscribe： ', 'http://urx3.nu/HTUJ', '\n🎥Avoiding Tourist Traps in Osaka, Japan：', 'https://www.youtube.com/watch?v=rMtCg...', '\n\nFollow me on social medias!\n📸Instagram  ', 'https://www.instagram.com/ghibli_ojisan/', '\n🐦Twitter ', 'https://twitter.com/ghibli_ojisan', '\n\nBusiness Enquiries\n✉️ghib.ojisan@gmail.com\n\n', '#Singapore', ' ', '#BBT', ' ', '#DIY', ' ', '#Recipe']",6 May 2020,oHMh5wsTTMw,"47,781 views","2,159",34,277 Comments
Unveiling the Biggest Secrets of My Family's House in Singapore,"[""One day, I noticed there was a broken egg shell at the door. I also noticed there were red stickers all over the house. And even an ox sticker at the pantry. Why do my in-laws do these? Today, I asked my Singaporean mother in law and found out why. Very interesting indeed! I didn't know I was surrounded by prosperity every day!\n\n👕Merch Links:\nSE Asia | "", 'https://ghib-ojisan.secure-decoration...', '\nUSA & EU | ', 'https://teespring.com/stores/ghib-ojisan', '\nJapan | ', 'https://suzuri.jp/ghib-ojisan', '\n\n😃Subscribe： ', 'http://urx3.nu/HTUJ', '\n🎥Watch - My Culture Shock in Japan：', 'https://www.youtube.com/watch?v=v3cQU...', '\n\nFollow me on social medias!\n📸Instagram  ', 'https://www.instagram.com/ghibli_ojisan/', '\n🐦Twitter ', 'https://twitter.com/ghibli_ojisan', '\n\nBusiness Enquiries\n✉️ghib.ojisan@gmail.com\nYou are welcome to send fan mails but I may not be able to respond to all of them. But I immensely appreciate your support. Thank you!\n \n', '#Singapore', ' ', '#HDB', ' ', '#secret']",15 Aug 2020,y-DH7Jgg-iU,"52,685 views","1,057",32,227 Comments
びわ湖到着するも気づいたらカメラとしか喋っていない男｜自転車とギターで琵琶湖一周の旅,"['自転車＆ギターで琵琶湖一周の旅、2日目です！\n\n第1回目：', 'https://youtu.be/KR6eOxbdDKo', '\n\n気づいたらカメラとしか喋っていませんが、これが旅のリアルかもしれません…。でも最後の焼き鳥のお店「みんなのいえ」は本当に美味しかったのでおすすめです。ふわっふわのつくね＆もも肉はマスト！\n\nみんなのいえ：〒523-0866 滋賀県近江八幡市為心町上２０\n\n明日は観光の日になるかも？\n\n前回はたくさんのコメント、ありがとうございました。\n引き続き、面白かったらコメントとイイねいただけると嬉しいです＾＾\n\nこの後の動画：', 'https://youtu.be/5LuwXGkYJpA', '\n\n\n▼ Follow me!\nSubscribe（チャンネル登録） → ', 'http://urx3.nu/HTUJ', '\nInstagram → ', 'https://www.instagram.com/ghibli_ojisan/', '\nTwitter → ', 'https://twitter.com/ghibli_ojisan', '\n\n▼ Other Videos（おすすめ動画）\n-台湾・九份で「いつも何度でも」を弾いてみた（Spirited Away, Played at Taiwan）\n', 'https://youtu.be/WudKhqj_Na8', '\n- イタリアでトトロ弾いた結果…（Totoro Played at Italy）\n', 'https://youtu.be/3NptDf229nk', '\n-サマルカンドでザナルカンドを弾いてみた（Playing ""To Zanarkand (FFX)"" at Samarkand）\n', 'https://youtu.be/_jhMSsAFKPQ', '\n\n▼自己紹介\n会社を辞め、ギターを持って旅に出たじぶりおじさんです。11ヶ月で26カ国訪れることができ、世界各地でジブリのインストや叩き系ギターを弾いてきました。\nたまに音楽系・旅系の動画をアップしていますので、よろしければチャンネル登録と各種SNSのフォローよろしくお願いします。\n\n▼お問い合わせ・企業案件・ライブ出演のご依頼\n', 'https://ssl.form-mailer.jp/fms/dea63a...', '\n\n※外部リンクのお問い合わせフォームに飛びます。\n3〜5日以内に返信いたしますが、返信ない場合はTwitter/InstagramのDMにてお願いします']",11 Dec 2018,7_lRSFzquPo,"8,694 views",330,3,118 Comments
Singapore's Delivery Food MUST EATS!!🇸🇬,"[""Another episode of a foreigner reviewing Singapore's delivery food during the semi-lockdown Circuit Breaker. It sucks being stuck at home all day, but ordering delicious food can lighten up your day. So treat yourself occasionally! Stay safe and healthy, Huat AH!\n\n"", '00:34', '~ Nam Kee Pau - One of my favorite pau chains in Singapore. Their shumai and big pau are must eats! Goes surprising well with coffee. Find them on Grab!\n\n', '4:26', '~ Kushikatasu Tanaka - Deep fried skewer chain from Osaka, Japan. Their fresh and savory skewers are delicious! But it might be a better idea to re-fry them at home if they traveled a long distance. Order on their website. ', 'https://kushikatsutanaka.oddle.me/en_SG/', '\n\n', '5:50', '~ D.Bespoke - A high end bar ranked 25th in Asia\'s 50 Best Bars. I got 3 of their shochu cocktails (60SGD each! I am sorry I made a mistake in video) and the amazing wagyu beef don! I really loved everything I had, but my choice is the ""Shochu Hanky Panky"". Check out their Facebook page for delivery instructions and the menu. ', 'https://www.facebook.com/dbespoke/', '\nTheir YouTube channel: ', 'https://www.youtube.com/channel/UCaK0...', '\n\n', '12:11', ""~ Yakun Family Cafe - One of the most famous coffee chains in Singapore. I'm a big fan of Yakun's thick, aromatic coffee. If you haven't you have to try their steamed kaya bread. Incredibly fluffy and delicious. Find them on Grab!\n\n😃Subscribe： "", 'http://urx3.nu/HTUJ', '\n🎥Avoiding Tourist Traps in Osaka, Japan：', 'https://www.youtube.com/watch?v=rMtCg...', '\n\nFollow me on social medias!\n📸Instagram  ', 'https://www.instagram.com/ghibli_ojisan/', '\n🐦Twitter ', 'https://twitter.com/ghibli_ojisan', '\n\nBusiness Enquiries\n✉️ghib.ojisan@gmail.com\n\n', '#Singapore', ' ', '#delivery', ' ', '#lockdown']",7 May 2020,KXjl6ZKzH7s,"43,719 views","1,617",22,224 Comments
【異世界】イッテQ!で有名になった『ウズベキスタン』に行ってきた！,"['＜ぼくがライターとして書いた記事＞\n・旅動画 企画のコツ3選：', 'https://andronavi.com/2018/11/475970', '\n・旅動画に必要・おすすめな機材一覧：', 'https://andronavi.com/2018/10/475493', '\n・旅動画 撮影のポイント：', 'https://andronavi.com/2018/11/476264', '\n・旅動画 編集のポイント：', 'https://andronavi.com/2018/11/476657', '\n\n記事一覧：', 'https://andronavi.com/author/ghibli_o...', '\n\nYouTuber向けの内容メインですが、気になる方は読んでみてください〜！\n\n＝＝＝\n\nウズベキスタンはイッテQ！で最近取り上げられた中央アジアの国。特にサマルカンドは『青の街』として人気で、実際に本当に美しいです。\n\nサマルカンドで撮影した動画はこちら：\n・ザナルカンドにてをサマルカンドで弾いてみた\n\u3000→', 'https://www.youtube.com/watch?v=_jhMS...', '\n\n旅好きには絶対におすすめできる国です。最近、ビザなし入国も可能になりましたので是非行ってみてください＾＾\n\n\n▼ Follow me!\nSubscribe（チャンネル登録） → ', 'http://urx3.nu/HTUJ', '\nInstagram → ', 'https://www.instagram.com/ghibli_ojisan/', '\nTwitter → ', 'https://twitter.com/ghibli_ojisan', '\n\n▼ Other Videos（おすすめ動画）\n-台湾・九份で「いつも何度でも」を弾いてみた（Spirited Away, Played at Taiwan）\n', 'https://youtu.be/WudKhqj_Na8', '\n- イタリアでトトロ弾いた結果…（Totoro Played at Italy）\n', 'https://youtu.be/3NptDf229nk', '\n-サマルカンドでザナルカンドを弾いてみた（Playing ""To Zanarkand (FFX)"" at Samarkand）\n', 'https://youtu.be/_jhMSsAFKPQ', '\n\n▼自己紹介\n会社を辞め、ギターを持って旅に出たじぶりおじさんです。11ヶ月で26カ国訪れることができ、世界各地でジブリのインストや叩き系ギターを弾いてきました。\nたまに音楽系・旅系の動画をアップしていますので、よろしければチャンネル登録と各種SNSのフォローよろしくお願いします。\n\n▼お問い合わせ・企業案件・ライブ出演のご依頼\n', 'https://ssl.form-mailer.jp/fms/dea63a...', '\n\n※外部リンクのお問い合わせフォームに飛びます。\n3〜5日以内に返信いたしますが、返信ない場合はTwitter/InstagramのDMにてお願いします']",24 Nov 2018,WeAjKAJjdEc,"6,784 views",210,3,61 Comments
海外ノマドワーカーの一日に密着！〜シンガポール編〜,"['＜シンガポールをお得に観光＞\n', 'https://www.govoyagin.com/ja/tickets/...', '\n\nシンガポールの観光が最高60％OFFになるクーポンサイト voyaginです。\nぼくも以前、ここでナイトサファリ、ユニバーサルスタジオのチケットを安く購入しました！\n\n＝＝＝\n\nまたまたタイムラグ（11月撮影）ありますが、ぼくの海外ノマドワーカーとしての一日の生活に密着しました！\n\n・・・自分で。（誰か密着して）\n\n▼ノマドワーカーとは？（以下、Wikipediaより）\nノマドワーカーは、ノートパソコン、スマートフォン、タブレット端末などを使い、Wi-Fi環境のある喫茶店など、通常のオフィス以外のさまざまな場所で仕事をする人を指す日本語の表現。また、そのような働き方を、「ノマドワーク」という。\n\n▼シンガポールで1ヶ月ノマドした感想\n【メリット】\n・WiFi環境が良い（どこにでもFree Wi-Fiあり、速度も早い）\n・生活インフラが整っており過ごしやすい\n・ご飯が200円〜500円で意外と安いし普通に美味しい（フードコートで食べれば）\n・空港が中心地から近く、他国へ移動しやすい\n・治安が良く、安心\n\n【デメリット】\n・宿は高め。まともなドミトリーは1泊2,000円以上（ホテルは東京とほぼ同水準）\n・作業場となるカフェでは冷房ガンガン効いてることも多々ある（上着必須）\n・ノマド定番の国「タイ」と比較して物価が全体的に高い（当たり前ですが）\n\n総合的には、ノマドするには一切不便しない国ですね！\n\nただ、物価が他の東南アジア諸国より高いので、お金を押さえたい人はやはりタイ・ベトナムでしょうね。（その代り治安が劣るので、そこはトレードオフかなと）\n\n近いうち、シンガポールのコワーキングスペースも利用したいですね！\n\n━━━━━━━━━━━━\n✔️チャンネル登録！（subscribe)\n ', 'http://urx3.nu/HTUJ', '\n\nInstagram → ', 'https://www.instagram.com/ghibli_ojisan/', '\nTwitter → ', 'https://twitter.com/ghibli_ojisan', '\n\n━━━━━━━━━━━━\n🎸おすすめ動画\n・台湾・九份で「いつも何度でも」を弾いてみた\n\u3000', 'https://youtu.be/WudKhqj_Na8', '\n・イタリアでトトロ弾いた結果…\n\u3000', 'https://youtu.be/3NptDf229nk', '\n・サマルカンドでザナルカンドを弾いてみた\n\u3000', 'https://youtu.be/_jhMSsAFKPQ', '\n\n━━━━━━━━━━━━\n▼自己紹介\n会社を辞め、ギターを持って旅に出たジブリおじさんです。11ヶ月で26カ国訪れることができ、世界各地でジブリのインストや叩き系ギターを弾いてきました。\n音楽系・旅系の動画をアップしていますので、よろしければチャンネル登録と各種SNSのフォローよろしくお願いします。\n\n━━━━━━━━━━━━\n▼お問い合わせ\nお仕事のご依頼・お問い合わせはコチラ→ ', 'https://ssl.form-mailer.jp/fms/dea63a...', '\n\n3〜5日以内に返信いたしますが、返信ない場合はTwitter/InstagramのDMにてお願いします']",19 Dec 2018,p-zLscO5qxQ,"41,002 views",743,37,123 Comments
"人生のメリーゴーランドをコルマールで弾いてみた【ハウルの動く城】（Merry Go Round Of Life, from Howl's Moving Castle）","['(English Below)\n\nハウルの動く城の舞台、フランスのコルマールという町で『人生のメリーゴーランド』を弾いてみました。\n\n街並みはまさに「ハウルの動く城」で、映画そのままの建物や運河沿いにカラフルな家がつらなり、ファンにはたまらない場所でした。てくてく歩いてたら、ソフィーとすれ違えるかも？笑\n\n明らかに練習不足ですが（すみません）、雰囲気だけでもお楽しみください！\n\n演奏開始は\u3000', '0:41', '\n\n【使用楽譜（タブ譜）】\n定番の「ソロギターのしらべ」を使用しています。\n', 'https://amzn.to/2HYwGIl', '\n\n【新動画UP!】\n『路上パフォーマーの一日（台湾編）』という動画をアップしました。ぜひご覧ください！\n', 'https://youtu.be/mZUngen9FD0', '\n\n\n＜チャンネル登録お願いします！＞→', 'http://urx3.nu/HTUJ', '\n\n＜Instagram（旅の写真などあげてます）＞→', 'https://www.instagram.com/ghibli_ojisan/', '\n\n＜その他の動画（Other Videos）＞\n・世界の約束（ハウルの動く城） ⇒ ', 'https://youtu.be/sJ8On1JLg3c', '\n・君をのせて（ラピュタ）⇒\u3000', 'http://youtu.be/P-ZnqnP0UaE', '\n・スラッグ渓谷の朝（ラピュタ）\u3000⇒\u3000', 'http://youtu.be/CTEtZ-x63kM', '\n・シータの決意（ラピュタ）\u3000⇒\u3000', 'http://youtu.be/9o6VUZe0M3E', '\n\n-------------------------------------------------------\n\nPlaying ""Merry go round of Life"", from the movie ""Howl\'s Moving Castle."" \nI filmed this in a small city called Colmar in Eastern France, near the German border.\n\nThe movie was actually inspired by the city\'s landscape, so it is a must-visit for fans. I really enjoyed walking by the colorful houses and it really felt I might encounter Sophie (the heroine) somewhere in the town.']",20 Oct 2017,P8YfJ4j-Dbo,"397,560 views","7,202",60,420 Comments
How to Enjoy Marina Bay Sands With Only $10 | SG Budget Trip,"[""Turn cc on for English subtitles!\nSo I'm a Japanese living here and I thought I should do a video showing how to enjoy Marina Bay Sands with only 10 Singapore dollars. It sounds hard, but its actually not. You don't need a lot of dough to enjoy MBS!\n\nSubscribe: "", 'http://urx3.nu/HTUJ', '\n\n世界トップレベルに物価が高いと言われるシンガポール。今回は人気No.1の観光地、マリーナベイサンズで貧乏旅！たった10シンガポールドル（約800円）でどれだけ楽しめるのか？在住者が検証してみました！\n\n😃チャンネル登録： ', 'http://urx3.nu/HTUJ', '\n🎥関連動画：シンガポールの庶民の暮らしぶりを大公開', 'https://www.youtube.com/watch?v=pSwlm...', '\n\nよく「お金ないと面白くない」と言われるシンガポールですが、お金使わなくても意外と楽しめる…というのが少しでも伝われば嬉しいです。\n\n動画の目次：\n', '0:41', '~ マーライオン公園\n', '3:07', '~ トーストボックス\n', '5:12', '~ 生搾りオレンジジュースの自販機\n', '6:07', '~ 無料コンサート＠Esplanade\n', '7:11', '~ マリーナベイサンズのライトショー\n', '8:16', '~ TWGのマカロン\n', '9:25', '~ ガーデンズ・バイ・ザ・ベイ\n\nシンガポールはお金なくても楽しい国！貧乏旅行でもいいからまだの人は是非きてみてください！（なおお金あったほうが200倍楽しい模様）\n\nシンガポール旅行に特化したサイトOPEN!!\n▶', 'https://nekkyo-singapore.com/', '\n\nこの動画が少しでも面白かったらぜひグッドボタン＆チャンネル登録お願いします！隣のベルマークを押せば動画更新時に通知がいきます。みなさんからのコメントもすべて読んでいますのでお気軽に＾＾\n\n-----\nスポンサーさま\n★株式会社テイクシータ\u3000ルームランプLED専門店 \n', 'https://item.rakuten.co.jp/senmontent...', '\n★なかがわ野菊の里 ', 'https://www.youtube.com/user/nogikuno...', '\n★宮古島ジョージ ', 'https://www.youtube.com/channel/UCVp8...', '\n\n\n楽器スポンサーさま\n★YAMAHA Singapore FGX5 ', 'https://sg.yamaha.com/index.html', '\n\nスポンサーにご興味ある方は ', 'https://www.ghib-oji.com/contact/', ' よりご連絡ください。\n-----\n\nシンガポールの観光チケットが最大60％OFF\n▶', 'https://www.govoyagin.com/ja/things-t...', '\n\nジブリおじさんに仕事を依頼する\n▶', 'https://www.ghib-oji.com/service/', '\n\n究極の飯テロ！旅するグルメチャンネル『Taberu Travel』\n▶', 'https://www.youtube.com/c/TaberuOjisan', '\n\nジブリおじさんの撮影機材\n▶', 'https://www.ghib-oji.com/my-equipment/', '\n\n使用音楽\n▶', 'https://www.epidemicsound.com/referra...', '\n\n\n', '#シンガポール', '\u3000\n━━━━━━━━━━━━\n✔️チャンネル登録！（subscribe)\n ', 'http://urx3.nu/HTUJ', '\n━━━━━━━━━━━━\n🌐SNS・ブログ\n・Instagram → ', 'https://www.instagram.com/ghibli_ojisan/', '\n・Twitter → ', 'https://twitter.com/ghibli_ojisan', '\n・Blog→ ', 'https://www.ghib-oji.com/', '\n━━━━━━━━━━━━\n🎸おすすめ動画3選！\n・台湾・九份で「いつも何度でも」を弾いてみた\n\u3000', 'https://youtu.be/WudKhqj_Na8', '\n・イタリアでトトロ弾いた結果…\n\u3000', 'https://youtu.be/3NptDf229nk', '\n・サマルカンドでザナルカンドを弾いてみた\n\u3000', 'https://youtu.be/_jhMSsAFKPQ', '\n━━━━━━━━━━━━\n😲自己紹介\n会社を辞め、ギターを持って旅に出たGhibli Ojisan（ジブリおじさん）です。11ヶ月で27カ国訪れ、世界各地でジブリのインストや叩き系ギターを弾いてきました。\n\n2018年8月にYouTube公式「急上昇クリエイター」として選出されたことをキッカケに、海外旅行やシンガポールについての動画もアップし始めました。\n\n世界旅行後は台湾1ヶ月プチ移住、ノルウェー3ヶ月生活（農業ボランティア）など経験し、2019年1月にシンガポールに拠点を移しました。\n\n音楽系・旅系の動画をアップしていますので、よろしければチャンネル登録と各種SNSのフォローお願いします！\n\n→チャンネル登録\u3000', 'http://urx3.nu/HTUJ', '\n\n━━━━━━━━━━━━\n▼お問い合わせ\nお仕事のご依頼・お問い合わせはコチラ→ ', 'https://www.ghib-oji.com/contact/', '\n\n3〜5日以内に返信いたしますが、返信ない場合はTwitter/InstagramのDMにてお願いします']",7 Dec 2019,kl7czr12Bcc,"50,927 views","1,147",27,153 Comments
「世界の約束」をハウルの舞台で弾いてみた！（コルマール・フランス）｜The Promise of the World,"['(English Below)\n\nハウルの動く城の舞台であるフランスのコルマールで「世界の約束」を弾いてみました。\n\n個人的に、聞くと落ち着く大好きな曲です。舞台のコルマールで弾けて最高の思い出となりました。\n\n演奏は\u3000', '0:25', '\u3000から。\n\n【使用楽譜（タブ譜）】\n定番の「ソロギターのしらべ」を使用しています。\n', 'https://amzn.to/2HYwGIl', '\n\n\n＜チャンネル登録お願いします！＞→', 'http://urx3.nu/HTUJ', '\n\n＜Instagram（旅の写真などあげてます）＞→', 'https://www.instagram.com/ghibli_ojisan/', '\n\n\n＜その他の動画（Other Videos）＞\n・人生のメリーゴーランド（ハウルの動く城） ⇒ ', 'http://y2u.be/P8YfJ4j-Dbo', '\n・君をのせて（ラピュタ）⇒\u3000', 'http://youtu.be/P-ZnqnP0UaE', '\n・スラッグ渓谷の朝（ラピュタ）\u3000⇒\u3000', 'http://youtu.be/CTEtZ-x63kM', '\n・シータの決意（ラピュタ）\u3000⇒\u3000', 'http://youtu.be/9o6VUZe0M3E', '\n\n-------------------------------------------------------\n\nPlaying ""The Promise of the World"", from the movie ""Howl\'s Moving Castle."" \nI filmed this in a small city called Colmar in Eastern France, near the German border.\n\nThe movie was actually inspired by the city\'s landscape, so it is a must-visit for fans. I really enjoyed walking by the colorful houses and it really felt I might encounter Sophie (the heroine) somewhere in the town.']",27 Oct 2017,sJ8On1JLg3c,"114,685 views","1,677",13,86 Comments
"Would You Come Here? Crazy Ear Wax Removal in China Town, Singapore👩🏻","[""Today I decided to get my ear cleaned. I went down to China Town of Singapore, seeking for and affordable ear wax removal shop. After a stroll inside People's Park Complex, I found a shop with two friendly Chinese ladies. Price was 30 SGD (20 USD) for 30 minutes of ear cleaning. Lee Sei was such a friendly and highly skilled ear digger. I was shocked at how much ear wax I had! And the vibration thing was like WOW. Crazy Experience! \nAlthough it wasn't the cleanest shop, the whole thing was by far the most satisfying experience I had in Singapore. Watch till the end if you want to know how it's like getting your ear cleaned in Singapore! Huat!!\n\nShop name: Wellness Centre\nLocation: Peoples's Park Complex #03-52\n\nNot a sponsored video. They are hard workers; Please tip them well if you are visiting!\n\n👕Merch Links:\nSE Asia | "", 'https://ghib-ojisan.secure-decoration...', '\nUSA & EU | ', 'https://teespring.com/stores/ghib-ojisan', '\nJapan | ', 'https://suzuri.jp/ghib-ojisan', '\n\nTable of Content\n', '00:00', ' | Intro\n', '00:49', ' | Looking for Ear Wax Removal\n', '03:21', ' | Chinese Lesson\n', '06:00', ' | Japanese Lesson\n', '08:00', ' | Ear Wax Removal\n', '12:38', ' | Crazy Experience!\n', '17:35', ' | Her Tools\n', '18:07', ' | Cashier\n\n😃Subscribe： ', 'http://urx3.nu/HTUJ', '\n🎥Watch - Why I Chose to Live and Buy a House in Singapore Over Japan：', 'https://youtu.be/Bq-XNnIsklw', '\n\nFollow me on social medias!\n📸Instagram  ', 'https://www.instagram.com/ghibli_ojisan/', '\n🐦Twitter ', 'https://twitter.com/ghibli_ojisan', '\n\nBusiness Enquiries\n✉️ghib.ojisan@gmail.com\n\nYou are welcome to send fan mails but I may not be able to respond to all of them. But I immensely appreciate your support. Thank you! \n\n', '#Singapore', ' ', '#EarCleaning', ' ', '#Chinatown']",11 Aug 2020,ub3v88n4Uw4,"111,661 views","1,771",73,312 Comments
ベトナムのIT企業に潜入！給料や日本との働き方の違いは？,"['※募集終了。今後も企業に潜入しますので、更新を逃さないよう是非チャンネル登録してください＾＾\n\n---\n【1PAC Vietnam】\n自社サービスを近隣諸国に展開するための営業・マーケティング職を募集中！\n▶応募\u3000', 'https://1pac.vn/en/recruit.html#apply', '\n▶公式HP\u3000', 'https://1pac.vn/jp/', '\n\n※詳細は簡単な履歴書を送付したあとに案内してくれるそうです。「興味ある方は気軽に応募してください！」とのこと。\n\n----\n今回はベトナム・ホーチミンにあるIT企業「1PAC Vietnam」さんにお邪魔しました！\n\n働き方、ヒト、生活環境など、すべてが日本と異なりますので興味深かったです。\n\n代表の近藤さんいわく、「謎のポリポリ音が鳴り響いているな」と思ったら社員の誰かが青マンゴー食べてるとのこと。愉快なオフィスですね！！\n\nご協力いただいたワンパクベトナムの皆様、ありがとうございました！\n\n「弊社のオフィスも取材して！」などありましたら、以下のお問い合わせフォームからご連絡ください！世界のどこにでも飛びます＾＾\n', 'https://www.ghib-oji.com/contact/', '\n\n', '#ベトナム', '\u3000', '#ホーチミン', '\u3000', '#現地採用', '\u3000\n━━━━━━━━━━━━\n✔️チャンネル登録！（subscribe)\n ', 'http://urx3.nu/HTUJ', '\n━━━━━━━━━━━━\n🌐SNS・ブログ\n・Instagram → ', 'https://www.instagram.com/ghibli_ojisan/', '\n・Twitter → ', 'https://twitter.com/ghibli_ojisan', '\n・Blog→ ', 'https://www.ghib-oji.com/', '\n━━━━━━━━━━━━\n🎸おすすめ動画3選！\n・台湾・九份で「いつも何度でも」を弾いてみた\n\u3000', 'https://youtu.be/WudKhqj_Na8', '\n・イタリアでトトロ弾いた結果…\n\u3000', 'https://youtu.be/3NptDf229nk', '\n・サマルカンドでザナルカンドを弾いてみた\n\u3000', 'https://youtu.be/_jhMSsAFKPQ', '\n━━━━━━━━━━━━\n😲自己紹介\n会社を辞め、ギターを持って旅に出たGhibli Ojisan（ジブリおじさん）です。11ヶ月で27カ国訪れ、世界各地でジブリのインストや叩き系ギターを弾いてきました。\n\n2018年8月にYouTube公式「急上昇クリエイター」として選出されたことをキッカケに、海外旅行やシンガポールについての動画もアップし始めました。\n\n世界旅行後は台湾1ヶ月プチ移住、ノルウェー3ヶ月生活（農業ボランティア）など経験し、2019年1月にシンガポールに拠点を移しました。\n\n音楽系・旅系の動画をアップしていますので、よろしければチャンネル登録と各種SNSのフォローお願いします！\n\n→チャンネル登録\u3000', 'http://urx3.nu/HTUJ', '\n\n━━━━━━━━━━━━\n▼お問い合わせ\nお仕事のご依頼・お問い合わせはコチラ→ ', 'https://www.ghib-oji.com/contact/', '\n\n3〜5日以内に返信いたしますが、返信ない場合はTwitter/InstagramのDMにてお願いします']",15 Jun 2019,hCYFI_yr7dY,"16,924 views",356,11,59 Comments
Biggest Reason Why a 21 Year Old Japanese Female Came to Singapore,"['Today, we will be interviewing Harupon-san who is working in Singapore. If you want to work in this country, this may be helpful.\n\nDetails about Harupon-san:\n-21-year old female.\n-Graduated from a vocational college and just entered the workforce.\n-2nd year in Singapore.\n-Working in a call centre.\n\nI usually hear from my viewers the following:\nOnly a fresh graduate, but will I be able to find work in Singapore?\nIs it okay even if I graduate from a vocational college?\n\nThese questions came in good timing since I was able to do an interview about this.\n\nSubscribe: ', 'http://urx3.nu/HTUJ', '\n\nBelow Japanese:\n今回はシンガポールで働くはるぽんさんにインタビューさせていただきました！\n\n＜はるぽんさんのスペック＞\n・21歳 女性\n・専門学校 卒業後に新卒で入社\n・シンガポールで働いて2年目\n・コールセンター勤務\n\nぼくも視聴者さんからたまに\n・「新卒でもシンガポール就職できますか？」\n・「専門卒でも大丈夫ですか？」\nと言った質問をいただいていたので、良いタイミングでインタビューできて良かったです。\n\n参考になるお話、ありがとうございました。\n\n心配なことも多いと思いますが、本当にシンガポール（海外）で働きたいなら、とにかく一歩を踏み出すことが大切だと思います。\n\nブログで詳細に書いてるので読んでみてください！\n', 'https://www.ghib-oji.com/singapore-jo...', '\n\n▼他の方のインタビュー動画\n・駐在員編\n', 'https://www.youtube.com/watch?v=p4DrC...', '\n\n・日系企業編\n', 'https://www.youtube.com/watch?v=Rcyko...', '\n\n・日本語教師編\n', 'https://www.youtube.com/watch?v=BaJk4...', '\n\n\n', '#シンガポール', '\u3000', '#現地採用', '\n━━━━━━━━━━━━\n✔️チャンネル登録！（subscribe)\n', 'http://urx3.nu/HTUJ', '\n━━━━━━━━━━━━\n🌐SNS・ブログ\n・Instagram → ', 'https://www.instagram.com/ghibli_ojisan/', '\n・Twitter → ', 'https://twitter.com/ghibli_ojisan', '\n・Blog→ ', 'https://www.ghib-oji.com/', '\n━━━━━━━━━━━━\n🎸おすすめ動画3選！\n・台湾・九份で「いつも何度でも」を弾いてみた\n\u3000', 'https://youtu.be/WudKhqj_Na8', '\n・イタリアでトトロ弾いた結果…\n\u3000', 'https://youtu.be/3NptDf229nk', '\n・サマルカンドでザナルカンドを弾いてみた\n\u3000', 'https://youtu.be/_jhMSsAFKPQ', '\n━━━━━━━━━━━━\n😲自己紹介\n会社を辞め、ギターを持って旅に出たGhibli Ojisan（ジブリおじさん）です。11ヶ月で27カ国訪れ、世界各地でジブリのインストや叩き系ギターを弾いてきました。\n\n2018年8月にYouTube公式「急上昇クリエイター」として選出されたことをキッカケに、海外旅行やシンガポールについての動画もアップし始めました。\n\n世界旅行後は台湾1ヶ月プチ移住、ノルウェー3ヶ月生活（農業ボランティア）など経験し、2019年1月にシンガポールに拠点を移しました。\n\n音楽系・旅系の動画をアップしていますので、よろしければチャンネル登録と各種SNSのフォローお願いします！\n\n→チャンネル登録\u3000', 'http://urx3.nu/HTUJ', '\n\n━━━━━━━━━━━━\n▼お問い合わせ\nお仕事のご依頼・お問い合わせはコチラ→ ', 'https://ssl.form-mailer.jp/fms/dea63a...', '\n\n3〜5日以内に返信いたしますが、返信ない場合はTwitter/InstagramのDMにてお願いします']",4 Jun 2019,FO9OF2nIhKk,"104,009 views","1,294",33,147 Comments
